Date,Symbol,AVG Price,High,Low
2021-04-07,ETH,2035.216534949,2116.485407914,1964.922292344
2021-04-06,ETH,2117.69271956,2132.631732477,2079.373253104
2021-04-05,ETH,2084.854546132,2133.628715738,2041.324319663
2021-04-04,ETH,2068.159511866,2106.407077996,2015.650800336
2021-04-03,ETH,2101.722859317,2129.57867031,2048.158002482
2021-04-02,ETH,2034.046901439,2139.599801766,1966.919793095
2021-04-01,ETH,1945.923279166,1983.520545204,1920.602528788
2021-03-31,ETH,1855.237597298,1939.529024282,1805.874938983
2021-03-30,ETH,1830.171666579,1853.694501607,1801.735821434
2021-03-29,ETH,1760.343413956,1833.054134879,1692.773558986
2021-03-28,ETH,1706.94390849,1727.131314235,1676.029038559
2021-03-27,ETH,1699.512206015,1731.843882548,1629.477512187
2021-03-26,ETH,1644.47055266,1699.326621748,1616.020091992
2021-03-25,ETH,1597.546883802,1620.069127753,1571.265042264
2021-03-24,ETH,1686.048054215,1735.338627598,1593.062179181
2021-03-23,ETH,1698.196608369,1720.849068661,1672.100236265
2021-03-22,ETH,1771.009930304,1800.964126592,1691.489613544
2021-03-21,ETH,1790.655264274,1817.156448915,1769.269733272
2021-03-20,ETH,1842.939618362,1862.634645223,1821.043386552
2021-03-19,ETH,1809.227434541,1830.216369601,1763.183589157
2021-03-18,ETH,1810.390818911,1839.22453191,1771.248077058
2021-03-17,ETH,1788.535741895,1831.400768255,1761.807566301
2021-03-16,ETH,1781.667208331,1810.03801591,1735.72668941
2021-03-15,ETH,1809.574360049,1885.949030435,1765.953832586
2021-03-14,ETH,1883.965304533,1923.908369253,1856.610097306
2021-03-13,ETH,1839.836663339,1933.724577197,1743.017345484
2021-03-12,ETH,1782.130763473,1817.271370336,1740.648706846
2021-03-11,ETH,1792.765114827,1834.567805022,1744.766726401
2021-03-10,ETH,1823.388609032,1869.563427566,1782.745445638
2021-03-09,ETH,1830.918740654,1854.625268798,1819.625870819
2021-03-08,ETH,1735.745775403,1813.231463065,1682.243361773
2021-03-07,ETH,1665.968887654,1706.930192591,1644.751563281
2021-03-06,ETH,1577.495778924,1661.303780198,1527.850128282
2021-03-05,ETH,1492.747038568,1541.169177453,1461.622170089
2021-03-04,ETH,1582.119921707,1615.221230455,1524.088662383
2021-03-03,ETH,1579.51849591,1623.444820108,1497.271228926
2021-03-02,ETH,1540.68873787,1582.101468048,1469.921774366
2021-03-01,ETH,1495.24068802,1555.143137081,1430.984731052
2021-02-28,ETH,1382.886608459,1462.407635331,1328.331421677
2021-02-27,ETH,1486.713130536,1512.792315501,1455.381574787
2021-02-26,ETH,1482.211139419,1542.579114248,1431.169613252
2021-02-25,ETH,1607.198446704,1652.835995878,1503.948175965
2021-02-24,ETH,1633.787076095,1693.854430841,1542.770299882
2021-02-23,ETH,1571.17400265,1766.794783748,1452.986991065
2021-02-22,ETH,1812.158778316,1918.69644827,1695.887823014
2021-02-21,ETH,1944.866100439,1971.946825737,1911.401360894
2021-02-20,ETH,1991.528191113,2029.234026322,1912.491536928
2021-02-19,ETH,1935.456243876,1965.184066639,1908.81475608
2021-02-18,ETH,1909.409560384,1944.998286231,1857.563314002
2021-02-17,ETH,1802.448278518,1843.322145541,1745.344172031
2021-02-16,ETH,1782.599837199,1816.803382428,1740.897142736
2021-02-15,ETH,1779.048662233,1827.209134726,1710.249102117
2021-02-14,ETH,1822.68974508,1842.728889789,1800.591322515
2021-02-13,ETH,1822.082944312,1863.537086617,1784.261294655
2021-02-12,ETH,1793.945989456,1852.469252415,1752.505406804
2021-02-11,ETH,1762.411686052,1795.701762738,1717.130873355
2021-02-10,ETH,1764.830950533,1808.313603593,1710.378730096
2021-02-09,ETH,1751.070528704,1795.176068358,1725.077179512
2021-02-08,ETH,1663.069689375,1738.446053052,1581.076838841
2021-02-07,ETH,1607.104098765,1682.640439128,1527.886119007
2021-02-06,ETH,1688.349276877,1729.369573404,1658.793152699
2021-02-05,ETH,1673.102019853,1744.502697197,1602.250822555
2021-02-04,ETH,1641.136234142,1681.773552943,1577.883745059
2021-02-03,ETH,1570.025949513,1646.659661004,1518.30063222
2021-02-02,ETH,1438.43254232,1531.751609031,1368.499535268
2021-02-01,ETH,1323.016370837,1364.492988309,1284.446566135
2021-01-31,ETH,1337.508373449,1370.243942511,1301.499090657
2021-01-30,ETH,1359.233558087,1385.001569272,1337.036393986
2021-01-29,ETH,1360.36552577,1412.943954092,1302.606587267
2021-01-28,ETH,1310.03780195,1352.667355286,1244.148549267
2021-01-27,ETH,1282.001281161,1352.431247416,1232.042434252
2021-01-26,ETH,1326.989291806,1364.76823422,1273.694401006
2021-01-25,ETH,1403.466637045,1436.125994471,1326.280028574
2021-01-24,ETH,1319.381007723,1380.469127607,1233.76285478
2021-01-23,ETH,1242.417371745,1262.945251552,1219.116482706
2021-01-22,ETH,1194.57100728,1265.946380133,1087.967503309
2021-01-21,ETH,1253.124013581,1365.037293204,1138.579169452
2021-01-20,ETH,1334.800158907,1396.481982809,1274.722860545
2021-01-19,ETH,1369.380175765,1422.641596546,1257.816852392
2021-01-18,ETH,1227.050481316,1246.256275601,1199.774094695
2021-01-17,ETH,1225.253086515,1256.151224948,1186.506201519
2021-01-16,ETH,1216.218655309,1271.743384408,1168.974394558
2021-01-15,ETH,1195.307106548,1241.172452965,1126.405457104
2021-01-14,ETH,1169.034757768,1232.725549042,1102.430593463
2021-01-13,ETH,1068.171959467,1126.676180522,1017.62826826
2021-01-12,ETH,1086.504135371,1138.280704359,1033.252858732
2021-01-11,ETH,1073.987128291,1231.897596121,951.231907447
2021-01-10,ETH,1304.08620874,1338.698920602,1236.827362574
2021-01-09,ETH,1226.134687478,1292.444084411,1190.927700486
2021-01-08,ETH,1203.074923112,1260.563956457,1136.081129437
2021-01-07,ETH,1219.675248792,1266.422925205,1187.177558089
2021-01-06,ETH,1139.11842974,1196.872577713,1073.525379085
2021-01-05,ETH,1057.137279738,1103.806657884,1006.464263693
2021-01-04,ETH,1012.450201886,1112.522406342,946.456982887
2021-01-03,ETH,858.677930076,991.776309149,773.383485318
2021-01-02,ETH,750.117212173,783.622680809,723.964679086
2021-01-01,ETH,736.849367741,745.956000891,725.683599701
2020-12-31,ETH,740.839497691,751.369566108,730.680365906
2020-12-30,ETH,736.099423751,751.553934264,723.534705161
2020-12-29,ETH,719.556487688,733.182584478,699.517628261
2020-12-28,ETH,724.192397814,742.073423323,701.410190879
2020-12-27,ETH,661.681764882,698.680386368,632.936689004
2020-12-26,ETH,631.428517688,648.959602789,620.608335959
2020-12-25,ETH,617.243430575,628.45191062,607.711485842
2020-12-24,ETH,587.170229939,611.77269876,574.714683159
2020-12-23,ETH,611.71686172,634.276773165,584.553640971
2020-12-22,ETH,614.385263733,631.686395157,594.258863034
2020-12-21,ETH,624.048565974,644.871421988,603.640631205
2020-12-20,ETH,648.75912469,656.524911464,633.872681733
